Category,CV
sql,"Development, integration and administration of information system in a bank
Integration of MES system in pulp and paper mill
MS SQL Server, Report builder, SSIS, Oracle, Crystal Reports, ASP.NET, C#, JS
professional growth, to keep up with current technologies"
sql,"Experienced in development and supporting clients for the large international company.
Development of new procedures, functions and other database objects for analysis, storage or use of data.
Supporting and development ETL-process.
Worked with customers.
T-SQL (procedures, functions, etc...).
Experience with MSSQL Server 2012-2019.
Development architecture, creation and modification of the database using business logic.
Investigate and prepare data for analysis and reports.
Normalization, indexing and optimization;
Development and maintenance of query to linked servers.
Migrate data from different database, servers.
Creation and support of systems using big data and traditional business intelligence technologies.
Configuring and maintaining MS SQL databases.
Creation of logic for data import.
Working with xml configurations, parsing JSON data.
Participated in several processes, assisted in software development and data processing.
Creation Power Bi embedded process.
Friendly team. 
New knowledge and skills.
Interesting tasks.
Remote work."
sql,"
Experienced in databases and business intelligence solutions development. Strong skills in MS SQL Server, T-SQL, SSRS, SSIS.
Key responsibilities:
- Development of SSRS reports;
- Optimization database performance;
-  Analysis and optimization of someone else's code
- Development of stored procedures, functions, triggers, indexes for MS SQL Server 
- Creating and monitoring jobs in MS SQL Server
- ETL development using SSIS  
- OLAP cubes
- small experience with C# (graduated courses)
I am looking for an interesting project with the possibility of professional growth, where work and experience of each employee is valued."
sql,"Exam 483: Programming in C# https://www.youracclaim.com/badges/626aa96a-33cf-4e7b-bdcd-70838e3d06a7/linked_in
• Have 5+ years of database development;
• Strong knowledge of database optimization, DWH, ETL;
• Experience of work with traditional warehouse approach and massively parallel processing (MPP);
• Knowledge of OOP;
• Programming Languages: t-sql, pl\sql, pl/pgsql, C#, VBA, Python, JavaScript;
• RDBMS: MS SQL, ORACLE, REDSHIFT, GREENPLUM, PostgreSQL;
• Services: SSIS, SSAS, SSRS, PowerBI;
• AWS: S3, Redshift, Lambda, EC2, RDS etc.
"
sql,"We migrated old version application to new with difficult business logic.
Optimize query.
I have experience in marketing, audit domains. I work as ms sql developer. Also i did tasks for migrated data from old system to new with tsql and C#. I create schema and write business logic in database.
I want to evolve in database direction. I would like to work with sql on projects."
sql,"Optimisation and automation on DWH of actively growing business. Develop complex system of data verification, optimisation of data transfer and lower impact of different errors.
Automated system of report creation and prognosys nearest actions. Scalable report system able to drill from very top to each case. Few independent CRM systems as data source.
Web-app for creation, monitoring and processing of money requests and financial report system on base of this app for mid and top management of company.
Web-app for employes in different regions for creating daily reports about done tasks with ability to add files and photo and report system on top of this app.
MS SQL Server/t-SQL/pl-SQL - creation, support, optimisation of actively used DB and DWH. Main experience is on large DB (300GB+).
SSRS/SSIS - experienced in creating high scalable report systems, with full stack of all supporting chemes, processes, jobs, procedures, functions, views and jobs.
CRM/ERP - experienced in developing systems that designed to work with millions of clients.
Interesting in position with development process prevail, not administration or support as main task.
In my work i use few principles: nothing is impossible, i care about it, if refuse - propose alternative and want to work at the team where this point of view on work will not interfere with processes."
sql,"Problem solving, mentoring
MS SQL, T-SQL, XML, HTML. IT engineer who has experience in the maintaining and analyzing SQL databases. Good knowledge in T-SQL Development, designing, creating and implementing database objects (tables, stored procedures, functions, triggers, indexes). Problem analysis, ability to solve problems efficiently.
I'm looking for job as MS SQL developer"
sql,"About latest project:
- Site transferred to new more effective DB structure (completely rewritten entire T-SQL code, large SP with dynamic T-SQL code).
- Developed SP for automatic updating of vehicle data and new more efficient algorithm for products searching and selecting.
- Developed data feeds from DB to Google Merchant Center to advertise and to sell products through Google sales services across Canada and USA.
- Developed Price Rule Engine and new smart adaptive site search engine to replace the Google’s site search engine.
Results: Site speed was significantly increased. (43%-64%, according to www.webpagetest.org); Updating and synchronization of information has become much much easier and faster; Sales are increasing.
Ph.D. (Technical sciences, automation of information processing)
MS SQL Server, MS Access, T-SQL, SSIS, SSRS, PowerPivot, Power View, QlikView, JIRA (Kanban), Git, VBA, VB, i2 Analyst's Notebook, GIS tools.
English — Upper intermediate (B2 by British Council).
Not satisfied with your database performance?
Standard SSIS does not meet your requirements for productivity and you need more efficient ETL processes?
Need to improve or develop a new complicated server side business logic?
Drop me a line."
sql,"
I've been working as a database developer trainee for already a year. After about 6 months of learning I started assisting my mentor with his project. My main activity was updating existing sp's to add some functionality, as well as creating new ones for reports and other stuff; creating triggers; designing tables and indexes; writing scripts for importing and normalizing data from external sources, etc. I'm looking for a junior-middle MSSQL developer position to grow further and improve my professional qualities.
- opportunity to grow;
- remote position / possibly relocation;
- English courses (to maintain and improve current level)"
sql,"CPS: Microsoft Certified Professional (exam ID 70-461   Querying Microsoft SQL Server 2012/2014).
10+ years’ experience of:
• MS SQL Server 2000/2005/2008R2/2012/2017;
• SQL-Server development and review (tables, views, stored procedures, triggers, execution plans analyzing);
• SQL-Server administration (creating Users, Roles, Schemes and grant permissions for them)
• SSRS - developing reports with MS Report Builder and Visual Studio
• Maintaining existing databases, writing maintenance plans (backup, indexing tasks, database size 300 Gb);
• Import and export data in/to the database from other systems (client-bank, ERP, Budget).
• Strong analytical and problem solving skills, teamwork oriented, highly organized, self-motivated, responsible.
Хочу заниматься разработкой решений на MS SQL Server"
sql,"Development of gambling platform, which operates a large numbers of different online web-sites (about 200) with data stored inside more than 20 databases.
Current position:
MS SQL Developer

Working as a MS SQL Developer on a project, that is a part of popular gambling brand.
Developing complex business logic, mostly related to the requirements of a regulator, promotions, account management, game processes, migrations, business reports, admin web-panel for operators of the platform and much more.
- MS SQL Server 2012, 2016;
- Developing stored procedures, functions, triggers and views;
- Data modeling;
- Optimizing queries, using indexes, Execution Plans and Profiler;
- Using Agile methodology;
- Working cooperatively with team members: .Net, Front-end devs, QAs, SA and SM.

Environment: SQL Server Management Studio 2017, MS Visual Studio 2015, TFS, Jira, Confluence.


Previous position:
DB/BI Developer in a bank

Developing and changing the logic of banking analytical system, regarding the business requirements. Creating reports.
- MS SQL Server 2008 R2, 2012;
- MS SQL Reporting Services.
I am looking for a new interesting experience in a great team!"
sql,"
- MS SQL, DDL, DML, T-SQL;
- SQL queries optimization, database design;
- Git;
- JIRA, Redmine;
- SQL Server Management Studio (SSMS), SQL Server Integration Services (SSIS), SQL Server Reporting Services SSRS;
- SQL Server Management Studio (SSMS), MS Visual Studio.
I would like to obtain a position of a MS SQL Developer at an interesting project where I could apply my skills and knowledge, improve them and work with new technologies."
sql,"Looking for interesting project in developing company. Agreed to relocation in EU or USA.
Ms SQL Server 2000 / 2005 / 2008 / 2012 / 2014 / 2016 (SSRS, SSIS, script/performance optimization, design of data structures, large scale database, analyse, troubleshooting, SQL Server tools - Profiler, PerfMon, DTA, DMVs, system SPROCs), T-SQL, Azure, PowerShell, SSRS, SSIS
The biggest problems that I encountered were to finish the project before deadline"
sql,"
- MS SQL Server 2005, 2008, 2012, SSIS, SSAS, SSRS;
- Understanding Data Warehousing concept and Business Intelligence analysis;
- Experience in business intelligence, data mining, reporting;
- 4 years in development; 
- experience of development, optimization and administration of MS SQL database servers in real projects; 
- experience of writing stored procedures, triggers, views
- 24-days paid vacation, 100% paid sick list + 5 paid sick days without sick list; 
- Professional and career growth promotion; 
- Excellent professional, democratic and friendly team"
sql,"Participated in development of several projects as dedicated database developer and ETL engineer. 
Was responsible for designing, developing, testing, implementing and maintaining database systems. 
Was working closely with technical leads of these projects and other developers to design new database-related solutions, support and troubleshoot existing ones.
Was managing directly a 3-members team.
MS SQL Server development and administration, 
SSIS, SSRS, Query tuning
C#, ETL processes
Powershell
SVN, TFS
Agile: Scrum, Kanban
New challenges and opportunities
Ability to grow as professional in BI sphere
Adequate management"
sql,"
MS SQL Server, T-SQL, VBS. Mirroring, LogShiping.
Fine-tuning stored procedures, triggers, and indexes. Operation support of the program (С#) at the airline for 5 years, including: making changes to the object model, changing and configuring DB (MS SQL Server).
Stable work, timely payment."
sql,"man of high responsibility, hard worker,purposefulness.
Specialties
Languages : SQL, PL/SQL, T-SQL, PHP, JAVASCRIPT,
XML, JSON, WEB SERVICES, JQUERY(AJAX),PYTHON
Databases : Oracle , SQL Server , MYSQL, Microsoft Access
Tools : 1C accounting software, Visual Studio, PL/SQL Developer, C++ builder,
Quick Report 3, Formula One, Xcode, SSIS, FMS, IUM, RLC
Platforms : Windows family, Windows Server 2003 /2012R2, Unix/Linux, Shell scripting,
Math : Discrete mathematics, Combinatorics
"
sql,"Microsoft Certified Solutions Associate (MCSA) SQL Server 2012
MCSE: Data Management and Analytics — Certified 2017
Successfully passed Microsoft certification 70-762 Developing SQL Databases 
I have successfully passed  4 Microsoft Certification exams :
70-461 Querying Microsoft SQL Server 2012
70-462 Administering Microsoft SQL Server 2012/2014 
70-463 Implementing a Data Warehouse with Microsoft SQL Server 2012/2014
70-762 Developing SQL Databases
M20778 ANALYZING DATA WITH POWER BI
Experience: 3+ years with SQL, 7+ years in Finance sphere

Now I work on  Banking project at one of the leading development companies.
Create, modify and implement complex ETL (SSIS) packages, using PowerShell and C# ;
Create and modify database objects: tables, views, functions, stored procedures.
 Adapt and mentor new joiners. DB development, performance improvement. Preparation of documentation


My previous project was concerned with non banking financial institution.(USA company)

T- SQL Stored procedures development - code review, debug; 
Create triggers, views, functions; 
Data import from Excel 2010 to MS SQL 2012(using SSIS);
Import data to DB via Web Services (C#);
Reports preparation   using  SSRS ;
Worked within distributed team of .Net developers to build, review, and commit code; 
+Knowledge of CRM systems;
+Knowledge of Object-Oriented Programming Principles (OOP)
Professional growth. Adequate management. An interesting project. Friendly team."
sql,"1. Senior MS SQL Developer (Dec 2017 - Present)
2. MS SQL Developer/ DBA (Mar 2016 – Dec 2017) 
3. DBA Engineer (Jan 2011 – Mar 2016)
•	DB support and development, maintenance and tuning up of it, Prod Support
•	Designing and Implementing Stored procedures, Functions, Tables, Triggers, Views,	Data Migration, Partitioning tables, CTE, Using Dynamic SQL
•	Query Optimization, Performance improvement, Implementing Indexes and Statistics, improvement performance using memory-optimized tables
•	Finding and troubleshooting SQL Server deadlocks
•	ETL: SSIS, Azure Data Factory
•	Migration Data from SQL Server to AWS using SSIS (Сreation of migration per client with the ability in real time to transfer data with different rules from source to destination)
•	Development and improvement functionality, sync time for mobile application
•	Configuring and Managing SQL Server Instances, Managing Logins and Server Roles, planning create and configure Jobs
•	Environment and Tools: MS SQL Server 2016/2017/2019, Management Studio, Visual Studio,Profiler, RedGate, SourceTree,GIT, Notepad++, SQLAssistant, Fiddler,Android Studio
"
sql,"Successful uploaded data from different vendors systems in one monitoring system.
Design and develop DB layer to support customer applications.
Backend financial development.
Develop DB part for Billing and  CRM system ISP.
Checking and tuning IO statistics and execution plans.
Cooperate whith software developers to create and support monitoring systems for telecom operator.

Certification and Trainings:

2020 – 70-761 - Querying Data with Transact-SQL, Microsoft Certification
2023 - DP-900 Microsoft Azure Data Fundamentals Exam preparation
I want to find small or middle friendly team. Will be better to work remotely. Interesting project, clear definitions and tasks will be a plus.

Create T-SQL queries, stored procedures, functions.
Collect statistics, reports.
Performance tuning."
sql,"
My experience is associated with data management and analysis and covers the different approaches to storing and processing information in the Microsoft environment. 
My fast learning and outstanding analytical skills, together with solid experience in database architecture and design, allow me to quickly ""dive"" into a new project and carry out tasks successfully.
I am a good team player but prefer to work independently.
I am highly interested in developing and introducing completely new tools and products that are unique and in demand. My working knowledge of cloud-based platforms and Python and scripting languages experience significantly add to my desire to gain new experience."
sql,"•	Design database version control and solution to deploy it (TFS/GIT) .
•	Design MS SQL database and ETL architecture  based on requirements.
•	Design and implementation solution for migration schema and data from SAP HANA to MS SQL.
•	Implementation data masking 
•	Set up database security model(logins, users, roles);
•	Set up database version control (Red gate, Perforce, TeamCity).
•	Automation of claim department (the full cycle of development and implementation).
•	Development and implementation of scalable system of electronic documents for customer (create database, write procedures).
•	Development of small modules complements the ERP system - forming reports and documents.
•	Development system of ""Cold chain"". Maintenance conditions  transportation drug of immunobiology (project manager)
•	Create C# application to perform usual SQL administration tasks
•	Managing cross functional team(15+ members) and set up development process.
•	Create DB architecture, design solution of deploy database.
•	Mentoring and code review T-SQL (multiple teams).
•	Writing/Optimization stored procedures
•	Design and optimization DTSX packages.
•	MS SQL DBA;
•	Scrum
MS SQL Development and Architecture creation"
sql,"I was able to manage a complicated project where we migrated different versions of SQL DBs from different DataCenters to the new DataCenter according to the project timelines.
Objectives: to obtain a position of MS SQL developer/administrator
Technical Skills: MS SQL, T-SQL, SSIS, SSRS, MS Project, CRM, Jira, MS Office365
Certification and Trainings:
2019 – ITILv4 Foundation certification
2019 – Exam 70-761 - Querying Data with Transact-SQL, Microsoft Certifications
2019 – Practical SQL (DDL, DML) and T-SQL

- Participated in several SQL DB migration projects between different DataCenters
- Responsible for supporting and maintenance of MS SQL DBs in different DataCenters
- Collaborating with software developers to optimize DB requests
At the moment I can work only remotely. It doesn't matter for me whether it will be small or big team, it is important for me to have a clear project definitions and tasks to be able to plan all activities accordingly and on time. I'm also ok to work with support projects."
sql,"Tenacity and self-development, ability to learn quickly and understand material
Design and development of databases;
Testing of databases;
Technical support of the application;
Development of new and support for existing code;
Introduction of new functionality into the application for new customer requirements;
Query troubleshooting;
Analysis and creating documentation in the Confluence;
Participate in coaching;
Source data analysis;
Written reports;
Search for discrepancies in the source parameters.
Interesting project, friendly staff. I would like to work on interesting project where I can get new knowlege and develop. It would be great to be part of a development team who like code))"
sql,"Experience writing small calculation software projects on C++ in Visual Studio 2010, C++ Builder 10. Fox Pro dBa, MS SQL 2005 T-SQL.
Consol and Windows Forms projects.
Experience with OS Windows Linux Ubuntu 16.04
C/C++,Exel, Word - 6 years
Fox Pro, MS SQL - 3 years
Web - 6 month
Delphi, C ++ Builder, Visual Studio .
Experience writing small calculation software projects on C/C++ in Visual Studio 2010, C++ Builder 10. Fox Pro dBa, MS SQL 2005 T-SQL, Mathematical skills.
Consol and Windows Forms projects.
Experience with OS Windows Linux Ubuntu 16.04
I am looking for interesting, not large projects or calculation tasks using mathematical skills with good salary"
sql,"
IT engineer with experience in the Development, designing and maintaining and analyzing SQL databases. Good knowledge in T-SQL programming (creating and implementing database objects (tables, stored procedures, functions, triggers, indexes)). Have experience in ETL processes (communication between different solutions). Have experience in implementing new uncommon solutions. Focusing on development of current processes and their implementation into Manufacturing Execution System (MES), and another local developed systems. Thinking outside the box and good knowledge of the basics and  that allow fast develop new solutions fast and efficiently problem analysis and resolving  by method ""divide and rule""
"
sql,"
9+ years of DB development experience with Microsoft SQL Server. 
4+ years of experience in developing complex DWH and BI solutions utilizing Microsoft technologies (SSIS, SSRS, SSAS)
1+ year of experience in .NET developing desktop applications(WinForms) and backend applications(ASP.NET, Web Services, SQL Server).
"
sql,"Creating and maintaining set of SQL stored procedures for sync data with mobile devises.
SQL Server and C# development (Entity Framework Core, Dapper, Web API, WPF).
Database design, normalization.
Implementing all kinds of business logic on database side using SQL stored procedures, views, functions, triggers. Including sync with remote databases.
Query tuning. Data migration. SSRS.
Creating and maintaining integration and unit tests.
Implementing business logic on back-end side using Web API, EF Core (sometimes with pretty sophisticated LINQ queries).

Interested in a job that includes a significant part of the business logic on the database side.
Not interesting in a job if database administration and monitoring is a significant part."
sql,"
7 years experienced MS SQL Server DBA and T-SQL developer + SSIS/Pentaho DI ETL developer.

Key skills:
- MS SQL/T-SQL
- SSIS/SSRS/Power BI
- Pentaho DI
- PowerShell
- Azure (Azure SQL, Managed instances and Synapse, Blob Storages, Data Factory) and AWS (RDS, EC2, S3) data management

Key responsibilities:
-MS SQL Server development and administration
-development disaster and recovery plans
-managing key DB aspects: objects, security, access, space reclamation, performance and HADR concepts
-development and maintenance ETL packages (SSIS, Pentaho DI)
"
sql,"
Overall experience – 18 years in IT (including architecting and developing OLTP, ETL, DW, OLAP, Reporting systems; creating front-end (for desktop and mobile) and back-end applications;  team leading; cooperation with customers; participation of PRD creation).

I prefer to work as a MS SQL Server Developer and an Architect, because really love MS SQL Server :)

I consider myself as ""team player""

My last three projects are:
----------- 2020 - present (TRINETIX INC.) -----------
Role on project: Senior MS SQL Server Developer
Description and personal achievements:
•	Participation in architecting databases complex 
•	Data migration to Azure (SSIS, Linked Servers)
•	OLTP systems development, support and data synchronization (implementation, performance improving, optimization, best practices introducing) 
•	ETL processes development (SSIS) 
•	data synchronization: MS SQL Server <=> MS SQL Server (Linked servers)
Services and Tools: SSMS, SSIS (MS SQL Server 2014, 2017, 2019; SQL Azure), GIT, Azure DevOps

----------- 2018 - 2020 (IT-startup) -----------
Role on project: Team Lead (IT Director) + MS SQL Server Developer
Description and personal achievements:
•	architecting databases complex 
•	OLTP systems development, support and data synchronization (for mobile and desktop applications) 
•	ETL processes development (SSIS) 
•	data synchronization: MS SQL Server <=> MySQL (Linked servers)
Services and Tools: SSMS, SSIS (MS SQL Server 2017)

----------- 2013 - 2019 (sociological and data mining company)-----------
Role on project: Team Lead + MS SQL Server Developer
Description and personal achievements:
•	Data Warehouse architecting for Business Intelligence (Data Mining + OLAP)
•	ETL processes development, data processing
•	creating OLAP Cubes (multidimensional) for BI Analysts
•	reporting
•	development and support of auxiliary databases for OLTP systems
Services and Tools: SSMS, SSIS, SSAS(OLAP multidimensional cubes), SSRS (MS SQL Server 2008, 2012, 2017)
I am open for proposals related with development and architecting MS SQL Server databases (OLTP), Data Warehouses, OLAP-cubes (SSAS), ETL processes(SSIS), Report systems (SSRS).
I don't prefer to work as DBA."
sql,"Writing T-SQL, stored procedures, functions
Bacpack, backup, restore
Encryption data
Migration of database objects, code, auxiliary scripts and data from Oracle to MS SQL Server
Knowledge and experience with Oracle/MS SQL Server/SAP XML Extraction and Transformation
T-SQL
SQL Server Encryption
Oracle PL/SQL 

Project tools:  Microsoft Teams
Programming environments:   Version Control System – Tfs Databases: MS SQL Server, Oracle
OS:	Windows
Seek to improve technical skills as a DB/BI engineer"
sql,"
I have been working as SQL developer for over 10 years.                                                                                
I use the main technologies:                                                                                                  
-MS SQL Server
-MS SSIS
-MS SSRS
-MS SSAS
"
sql,"
Jetfile Technologies Inc.  logo
Database ConsultantDatabase Consultant
Jetfile Technologies Inc. · Full-timeJetfile Technologies Inc. · Full-time
Mar 2022 - Apr 2023 · 1 yr 2 mosMar 2022 - Apr 2023 · 1 yr 2 mos
Соединенные Штаты Америки · RemoteСоединенные Штаты Америки · Remote
--Data migrations
--Performance tuning
--Business logic on database tier with TSQL
--Development reports and dashboards with DevExpress
--High level customer support
Technologies:
MS SQL Server 2016-2019. SQL Azure. PowerShell. Oracle Virtual Box.--Data migrations --Performance tuning --Business logic on database tier with TSQL --Development reports and dashboards with DevExpress --High level customer support Technologies: MS SQL Server 2016-2019. SQL Azure. PowerShell. Oracle Virtual Box.
Skills: Transact-SQL (T-SQL) · Настройка производительности · Microsoft SQL Server · SQL Azure · SSRS · SSISSkills: Transact-SQL (T-SQL) · Настройка производительности · Microsoft SQL Server · SQL Azure · SSRS · SSIS
Coupa Software logo
Senior Database DeveloperSenior Database Developer
Coupa Software · Full-timeCoupa Software · Full-time
Oct 2014 - Feb 2022 · 7 yrs 5 mosOct 2014 - Feb 2022 · 7 yrs 5 mos
Киев, Украина · HybridКиев, Украина · Hybrid
--Database architecture and design with MS SQL Server
--Business logic with TSQL
--ETL processes with SSIS. Data transformation from OLTP to Reporting.
--Standard dashboards and custom dashboards with SSRS
--On demand migrations based on customer request.
--High level customer support for performance issues
--Performance tuning

Technologies:
MS SQL Server 2016, SSIS, SSRS,SSAS. 
MySQL
C#--Database architecture and design with MS SQL Server --Business logic with TSQL --ETL processes with SSIS. Data transformation from OLTP to Reporting. --Standard dashboards and custom dashboards with SSRS --On demand migrations based on customer request. --High level customer support for performance issues --Performance tuning Technologies: MS SQL Server 2016, SSIS, SSRS,SSAS. MySQL C#
Skills: Transact-SQL (T-SQL) · PostgreSQLSkills: Transact-SQL (T-SQL) · PostgreSQL
Levi9 Technology Services logo
Senior MS SQL Developer, DBASenior MS SQL Developer, DBA
Levi9 Technology Services · Full-timeLevi9 Technology Services · Full-time
Jun 2010 - Sep 2014 · 4 yrs 4 mosJun 2010 - Sep 2014 · 4 yrs 4 mos
"
sql,"
Has more than 10 years of experience as a DBA
• SQL Server DBA Production Support
• Implementing and Maintaining Log Shipping, Mirroring and Replication
• SQL Server Setup, Installation, Version Upgrade & Architect Setup
• SQL Server Best Practice Implementation
• Performance Tuning, using SQL Server Profiler, DTA, DBCC, DMV, Execution plans
• Data Transfer / Transformation using DTS,SSIS
• Configuring Replication / Data Synchronization
• SQL Server reporting server configuration
• SQL Server Database Monitoring with DDL Triggers, SQL Server Profiler, Event Notifications, Alerts
• Troubleshooting SQL Server
• Schedule and monitor SQL Agent Jobs across multiple Servers
• Install, manage & troubleshoot multi node SQL Server/Windows clusters
• Implementing Always On Availability Groups on SQL Server 2014
• Capacity Planning, Load Balancing & Scaling out SQL Server
• Design and Implement Database Backup Restore & Disaster Recovery Strategy
• Auditing SQL Server Security
• Plan, Design and Scheduled Database Maintenance & Administrative Tasks
• Assist SQL developers during application development life circle to maximize performance of database and application.
"
sql,"I developed large complex database, and I converted  databases from other DBMS (Oracle and etc.) to MS SQL Server.
As a result of optimizing procedures on T-SQL, the execution time and the number of locks decreased several times.
.
I have been working with MS SQL SERVER for 25 years.
I have successfully worked with Oracle 12c for 3 years.
I have expertise in designing database schemes, developing complex stored procedures, functions (T-SQL, CLR), and triggers, dynamic SQL in MS SQL Server 2000-2022 to OLTP, ETL, tuning indexes and T-SQL refactoring
and administering MS SQL Server, managing SQL Developer Team, C # (WinForms, ADO.NET), SSIS, SSRS, Delphi.
I have successfully collaborated with BA, developers of other teams, QA.
I have some knowledge and successful experience in the automation of accounting, wholesale and retail sales, logistics, and marketing research.
I want to create software for MS SQL Server and Oracle, applying my knowledge and my skills."
sql,"Customer wants to have some functionality, I'm writing scripts, and test the system, it is possible or not to make the solution they wants. Based on some of my scripts, development made a functionality.
I'm working with scripts 90% of time, simple scripts for support, recurring scripts, reports. And difficult scripts, with functionality that is not covered by development. Making API calls to Partner Center API via Postman. In future, I'm interested to educate with SQL more, and move to C# development.
I don't want to work in support. I don't want to work on weekends. Working remotely, or visit office 2-3 times in month."
sql,"Here some games written in Flash
http://freegroup.in.ua/fg_game.html
Other:
Good experience in SQL 
Have experience in testing
Testing course sertification
http://courses.prometheus.org.ua:18090/cert/7127e7f9c6a842bbb4b9403d5b1154bd
SQL Server development (TSQL, stored procedures, functions, views, ETL and triggers) 
VB.NET programming experience
"
sql,"- migrating highload database services between different datacenters with minimum downtime;
- constantly improved response time of biggest Ukrainian ecommerce platform with optimizing database queries and code;
- written a lot of automation tools for database monitoring, migrating and setting up from scratch.
I have 5+ years DBA experience.

--- Technology stack ---
Databases:
MySQL: Percona Server / XtraDB Cluster (5.x, 8.x), MariaDB, RDS; Clickhouse (Cluster); PostgreSQL; Redis; ElasticSearch; MongoDB; Percona Toolkit

Coding Languages experience:
Python, PHP 7.x, C/C#

Hosting solutions experience:
Bare metal, AWS, GCP

Other technologies/approaches:
Linux, HAProxy, CHProxy, Percona Monitoring Management, Zookeeper, Git, ELK, Sentry, Celery/Azkaban, RabbitMQ, Jenkins, Docker, Nginx, IoT

Key features:
- managing huge databases (> 5 Tb) and huge amount of servers (> 40) simultaneously;
- automating routine processes, migrations, setting up new servers and their monitoring/alerting;
- huge experience with highload products;
- outstanding experience in MySQL queries optimization and performance analyzing;
- strong problem-solving skills;
- communicative and proactive;

--- Experience ---
-- [Product] IL --
Highload. Services with distributed infrastructure. Managing and planning infrastructure, optimizing queries and configs, planning DC migrations and scalability, new servers setup, maintaining Percona Xtradb Cluster. Using SaltStack to automate new servers setup and monitoring. Managing and maintaining Clickhouse cluster, few PostgreSQL servers. Migrating from Zookeeper to Clickhouse Keeper, planning new services etc.

-- [Product] UK --
Supporting Percona XtraDB Cluster and maintaining setup of new servers. Infrastructure planning and maintaining: DC migration (cloud to bare metal), backup strategy, config tuning, improving observability, monitoring and reacting to incidents. Migrating from MySQL 5 to MySQL 8.

-- [Product] DE --
In this role I was researching and implementing new technologies product-wide and optimizing existing. Mainly focused on database (MariaDB) optimizations.

-- [Product] IL --
Got almost 2 years experience as Solution Architect in Israeli shared-economy platform. Here I participated in all critical technical decisions, financial planning and discussions with business partners.

-- [Product] UA --
Highload. Started as developer, in short terms became team lead of production-responsible team and since then was on the edge between developers and devops team. Managing and maintaining Percona Xtradb Cluster with huge amount of nodes and RAM.
In passion with useful solutions and open-minded people. Love to bring real value and evaluate the results. Long-term cooperation is preferable."
sql,"- 15+ yeas of experience 
- administration of multi Terabytes DBs
- administration of heavy loaded DBs
- great experience in automation
- expert in performance tuning
Databases: MySQL (Percona, MariaDB), Redis
CMS: Puppet, Chef, Ansible
Cloud: AWS, GCP
My main focus is on MySQL database administration."
sql,"
Database support specialist, MySQL  Database  Administrator
 support and administration high load databases MySQL, Oracle, SAP ASE, PostgreSQL;
 systems monitoring Zabbix, Nagios, troubleshooting and fixing various issues;
 installing and configuring MySQL, zabbix-agent;
 setting up MySQL  replication;
 backup, restore (using MySQL tools and Commvault Command Center), database failover;
 creating and managing user accounts, management of access levels to database objects;
 analysis trends in resource usage, performance optimization.
"
sql,"Once almost without experience I’ve enliven very poor running Oracle Database. Sinse that time I understood that I want to be DBA. Now I administer 100+ MySQL instances and have rather deep knowledge, having worked with high loaded databases.
MySQL DBA: procedures, triggers, performance tuning(queries,parameters), replication, capacity planning, monitoring, backup and recovery, percona toolkit.
Bash, Puppet, HA
I am looking for a job, connected with MySQL database administration (MySQL, Percona, MariaDB)."
sql,"Create a web application from scratch for a non-bank credit organization for 2 months
Azerbaijan
•	Bank System Migration : AtaBank, DemirBank, CDB Bank 
•	GNI Banking System
•	Integrations : Million, Asan Pay, MKR, Parking, WesternUnion, ZK, Azericard processing, MilliKart processing
•	Human Resource Management System
•	ERP System
•	Inventory Management
•	POS-terminal Management
•	Government Procurement Management
•	ASET NBFI Loan System
•	Yelo Bank Corozoid BPMN
•	Unibank Corozoid BPMN

Kyrgyzstan
•	Bank System Migration : Eco Islamic Bank 
•	Deposit Management System
•	Human Resource Management System
new experiences"
sql,"I can write complex queries and i have a problem solving mind.
Creation and automation of reports with Oralce OBIEE. Parsing XML, JSON and text files to database with Python. Writing complex queries to export data from database. A little experience of creating procedures and functions with PL/SQL.
It doesn't matter the company is big or not. I only want to increase my programming skills and of course make some money :)"
sql,"
As an Oracle SQL and PL/SQL developer with 4+ years experience, I am looking for a position that will allow me to  to contribute to development of PL/SQL solutions for applications that use Oracle Database.

Certification: Oracle Database SQL Certified Associate

Previous projects:

PL/SQL development for core banking system in 2-tier architecture Oracle Database 11 and Delphi thick client.
- Implementation of data modification processes in PL/SQL packages and object types.
- Interface development.
- SQL tuning.

SQL and PL/SQL development for core banking systems in 2-tier architecture Oracle Database 12 or
11 and Oracle WebLogic Server with Java applications.
- Creation, modification of tables, indexes, views.
- Implementation of business logic in procedures, packages, triggers.
- Data modification and transformation including ad-hoc data modification scripts and batch scripting.
- Formulation, modification of queries, including complex queries for reports generation.
- Creation, modification of schemas, tablespaces, privileges management.
- Solving database usage issues and malfunctions.
- SQL tuning.

ETL development for Oracle Database 11 data warehouse
- Configuring and executing ETL processes with Informatica PowerCenter 10.
- SQL tuning.
- Developing PL/SQL procedures for data modification.
- Database objects creation and modification.
- Configuring reports in IBM Cognos.
- Third line of technical support of ETL processes and reporting.
"
