Category,CV
devops,"Integrated a private on-prem customer into a common Jenkins, ran on AWS cloud, built all the automations for the customer starting with a clean sheet.
Built pipelines for managing user accounts on multiple Active Directories across multiple AWS accounts.
Experienced SRE engineer, skilled in administreing, coaching, networking, engineering, scripting, customer support and service, technical support.
Have hands-on expertise in Linux systems, Bash, Python, PowerShell scripting. Worked with on-pre, multi-environmental high-scale AWS and Azure infrastructures.
Worked as a NOC engineer. Was constantly involved in numerous impovements and automation of NOC department dutins, such as: enhancing automation scripts, troubleshooting and fixing monitoring configurations, troubleshooting auto-testing software scenarious; took part in migration monitoring setup from Azure to AWS, offered ans started working on a synchrosisation of monitoring setup with GIT building a monitoring as a code and achieving an automated deployment of the former on new environments.
Working as an SRE engineer made my input into automating routine processes on old manually-managed environments, improved customer visibility of the platforms health, took part in RCA flow review and redesign, build parts of Jenkins CI/CD pipelines for couple of project specific tasks and for deployments of new components versions. Was part of a team working on first dockerisation of the platform componets eventually moving from IIS to k8s. Moved to DevOps team during that period.
Preferably, looking for a media project, managed by a friendly team of DevOps engineers.
I would prefer a team of DevOps engineers. I'd love to learn new technologies in an environment open for sharing the experience."
devops,"
Experienced Test, Release, and DevOps Manager with a demonstrated history of working in the computer software industry. Co-Founder of QA Armenia community, Armenian National Board of ISTQB(ArmSTQB), Station Edu HUB training center, and Yerevan Testing Days international conference.
"
devops,"
Experience
GrainSens:
Project experience:
Grainsens Project. The aim of the project is to develop a device that controls the quality of grain in warehouses.
Key Responsibilities:
Hosting and administration web application 
Develop REST API
Develop Front end
Softserve academy:
Successfully orchestrated the deployment and configuration of a WordPress website on Amazon Web Services (AWS), integrating it with a remote database for optimal performance. This project involved setting up necessary dependencies, establishing seamless database connectivity, and ensuring exceptional site responsiveness
"
devops,"Implemented Infrastructure as Code for legacy projects.
Experience:
IaC with Terraform (Azure)
IaC with Cloudformation (AWS)
AWS Infrastructure management automation with Python (Boto3 SDK) 
CI/CD implementation
Configuration with Chef/Ansible
Linux administration (Ubuntu)
Databases Management (MySQL, Redis)
Monitoring systems’ management and deployment (Grafana,InfluxDB,Telegraph)
Developing a proprietary monitoring system from the scratch (Backend - Python, Frontend - JavaScript)
"
devops,"
- Experience in administering Linux and Windows systems
- DevOps engineer with experience in cloud technology .
- Automating (CI/CD) build and deployed applications on Docker in AWS pipelines.
- Experience in supporting the maintenance of the technical part of the project throughout the entire life cycle.
- Experience working with cloud-native projects.
- DevOps engineer with experience in web development for e-commerce, trading platforms, media & entertainment domains.
- Experience with migrating projects from third-party data centers to a cloud service
- Experience with migrating projects from different CI tools
- Experience with creating and implementation IaaC solution
"
devops,"
Experience in administering Linux-based servers from 2011.
Configuration of failover distributed clusters.
Automation of application deployment processes.
Organization of backups for quick restoration in case of different disaster situations.
Monitoring system status and notification configuration for potential problems indication.
"
devops,"
Experience in DevOps from 2018
Outsource company and Production company
Aws, Azure, Google cloud
Terraform, Ansible, Jenkins, Gitlab, Github action, Bitbucket pipeline 
experience in System administration from 2009
Team player"
devops,"Have experience in configuring Kubernetes clusters from scratch for various projects, including logging and monitoring solutions.
Experience in DevOps, system administration, and computer hardware. Had possibility to working on a variety of projects - from mobile development to machine learning workflows. Worked with all most common clouds and CI/CD systems.
A small development team, preferably product."
devops,"• Participated in the moved to Kubernetes and in setting up a new server park
• Day to day task in infrastructure maintainability
• Support for routine work at backend
• Support and maintenance servers/instances on Hetzner and AWS
• Support and maintenance Kubernetes clusters
• Setup and maintenance Networks and VPN
• Work closely with Dev team for logs collection setup and other BigData related tasks
• Optimizing development-related processes
• Configuration CI/CD on Jenkins and Bitbucket
• Clickhouse: performance, backups
• Participated in hardware and network planning
• Experience in Kubernetes, helm, kubespray, OpenEBS, MinIO
• Experience in HighLoad systems
• Excellent Linux administration skills
• Good knowledge of Bourne shell scripting and unix internals basic tools (awk/sed/grep/coreutils)
• Good knowledge of TCP/IP, HTTP, DNS, netstat, tcpdump, etc
• AWS: EC2, CLI, S3, VPC, ACLs, IAM, RDS, DynamoDB, Auto Scaling, applications deployment
• GCP: instances, CLI, ACLs, CloudSQL, Stackdriver
• Excellent knowledge of MySQL administration: configuration, optimization, master-slave, master-master replication, GTID, MTS, replication lag, Percona Toolkit, XtraBackup, Audit Log Plugin
• Knowledge of ClickHouse administration: configuration, optimization, replication
• Knowledge of PostgreSQL
• CI/CD: Jenkins, declarative pipelines, plugins, integration with k8s and bitbucket
• Web: Cloudflare, Nginx, Apache, Tomcat and Java app server configurations
• SCM: git, bitbucket, harbor
• IaC: Terraform, Ansible
• Logs: Graylog, fluent-bit, ElasticSearch and Kibana
• Monitoring: Prometheus, Grafana, Stackdriver, nagios, zabbix
• Containers/Virtualization: Kubernetes, docker, docker-compose, proxmox, kvm, lxc, esxi
• Certificate management via certbot in jenkins or cert-manager in k8s
• Baremetal servers: Dell, Supermicro, HP, provision for prod environment
• Backups: stash.run, velero, borg, Hetzner backup space, BackupPC, sukria/Backup-Manager
• Atlassian stack: Jira, Confluence, Bitbucket
• Languages skills: English – pre-intermediate; Russian, Ukrainian – native
Linux, Kubernetes, AWS, remote work, an office in Kyiv, where you can come at will. Not gambling, banks and recruiting agencies."
devops,"
Experience

July 2016 -present 
Position: System administrator
Responsibilities:
  
Opening new offices (Dnipro, Kiev, Kharkov)
Mounting of the server hardware 
Network troubleshooting
Preparation of workplaces, installation of video surveillance, Wi-Fi and sound systems
Deploying and configuring Ubiquiti UniFi
Monitoring of the network, communication channels, and network equipment
Day-and-night office and employees technical support
Installation and configuration of peripheral and related equipment
Process optimization (creating Windows images, creating recovery image) 
Research and implementation of new tools

Practical skills:
Experience in building CI/CD pipelines: Jenkins;
Configuration management and automatization via Ansible Terraform;
Experience with Scripting Languages: BASH (wrote scripts to automate tasks);
Experience with Cloud solutions: GCP, AWS; 
Knowledge of Docker, Docker-Compose;
Experience with Git;
Web-Servers: Nginx;
Experience with virtualization: VirtualBox, Vagrant, KVM;
Administration of the local network, servers: DHCP, Biometrics, Zabbix, Unifi;
Work with network equipment TP-Link, Mikrotik;
Understanding of basic network services and protocols (TCP/IP, DNS, HTTP/HTTPS, FTP, SSH);
Administration operating systems of Linux, Mac OS, Windows; 
Work with Confluence, Jira.
 

September 2013 - to July 2016 
Position: System Administrator
Responsibilities:
 
Coordinating the work of a group of administrators of Distribution centers
(7 Distribution Centers in Ukraine)
Opening of the new Distribution Center, closing of the old Distribution Center (Performance and organization of dismantling work of IT infrastructure objects)
Interaction with contractors
Preparing, testing and installing the firmware on Motorola Symbol data collection terminals for working with WMS
Testing, study, and implementation of weighing equipment at the company's warehouses and software to it
Installation, configuration, and support of the company’s software
LAN administration
Block repair of PC and office equipment
Administration and support of remote objects
"
devops,"Skills & Abilities:
— Strong administration experience of Linux distributions (Debian/Centos/Ubuntu/etc.)
— Experience with virtualization, logical volumes, cloud
— Cluster configuring (using a Proxmox, VMware)
— Basic API introduction (JSON)
— Switch/router configuring (Arista, Nexus, QFX, etc.)
— Knowledge in monitoring systems (Zabbix, Prometheus, Nagios)
— Experience with AWS (same as Digital Ocean, Google Cloud Platform, Microsoft Azure)
— Strong network Knowledge (DNS, OSI model (L7), SSL/TLS, TCP/IP, etc.)
— Automation of DDoS detection and filtering
— Server setup, configuration 
— Experience with SQL (basic knowledge in noSQL databases)
— Basic introduction to Docker, Kubernetes
— Web Server configuration experience (Nginx, Apache) 
— Basic Linux scripting (bash/shell)

Goals:
- I am developing as a devops engineer. I learn all the necessary tools to become a good specialist.
Experience:
Linux/Network Engineer — Virtual Systems	JUN 2021 — THIS TIME
•	Designing and implementing network configurations (creating a network connection between routers and switches)
•	Troubleshooting OS/web-servers/cloud/network issues
•	Setting up and installing server machines (iLO, Quanta, Dell, etc)
•	Administration and reconfiguration of nodes within the cluster and containers (in work with Proxmox and VMware)
•	Network/server monitoring
•	Database administration and synchronization with client sites
•	Setting up and automating the system of backups and snapshots
•	Security systems configuration (DDOS detection & filtering) 
•	Server deploying (connecting additional tool to automate the process of deploying and configuring servers)
•	Nginx or Apache web-servers configuration, implementing load balance or DDoS filtering process with them

	
Tech/Network Engineer (Administrator) — WorkNest Technologies	FEB 2021 — JUN 2021
•	Office technical setup (OS, operating software)
•	Operating software licensing and updating control
•	Backup control and cloud administration (Microsoft Azure) 
•	Local network creation (realized for fast file sharing)
•	Data security protection against hacking, viruses
•	Software and hardware optimization of office equipment.
"
devops,"AWS Sysops Associate certificate
Experience:
OS: Linux, Windows 2008/2016
Database:MySQL,SQlite,Postgres,Mongo, Exasol
CI:Jenkins, gitlab-ci, Azure Pipeline
Сontainerization: Docker
ConfigManag: Ansible, Terraform
Cloud: AWS, Azure,GCE
Logs: ELK, 
Programming languages: bash, python
Monitoring :Zabbix, Prometheus, Grafana
SVN:Git.
stable work with modern technologies and interesting projects, cloud solution, highload"
devops,"
Experience since 1992. Until 2005, I went from Junior to Senior Developer. Since 2005, I have been partly involved in development and DevOping. Since 2013 only DevOp.
Python, C++, Kubernetes, Ubuntu, SQL/NoSQL DB, Prometheus+Graylog+Allertmanager, AWS commandline client,Azure commandline client
AWS VPC+EC2+S3+RDS+Route53+SNP+SNS+CloudWatch+Lambda+Cert.Manag+IAM
"
devops,"
EXPERIENCE
StarOfService, Startup. Remote. Feb 2022 – Present | 6 months
Middle Infrastructure Engineer
• Building new CI/CD pipeline from scratch with Argo Stack
• Building new CI/CD pipeline from scratch for local development environment with Garden to improve
development experience.
• Migrated big monolith legacy application to Kubernetes cluster and eliminated legacy infrastructure.
• Serving on on-call shifts and troubleshooting issues on production using diverse Linux CLI utilities, monitoring and
logging solutions.
Junior Infrastructure Engineer. Jul 2021 – Feb 2022 | 8 months
• Responsible for designing, building, deploying, and maintaining the IT infrastructure using the latest technologies.
Upgrading Kubernetes clusters from old to latest version and managing Kubernetes operators through Terraform.
• Building continuous delivery pipeline. Using Jenkins to automate build and deployment. 3 times speed up for
services build time.
• Migrating from self-developed tools to industry standards. Building Helm charts for internal services.

Ministry of Energy and Industry of the Kyrgyz Republic. Bishkek, Kyrgyzstan. Mar 2020 – Apr 2020 | 1 year 2 months
Junior Python Developer
• Refactoring existing Django project codebase, introducing development best practices. Applying principles of 12
factor app methodology. Developing new features.
• Successfully created and maintained CI/CD pipelines for automated testing and deployment using GitHub Actions.

Kompanion Bank. Bishkek, Kyrgyzstan. Jun 2019 – Aug 2019 | 3 months
Information Security Intern
• Writing OS hardening Bash scripts and Python scripts for system security auditing.
• Building PoC VPN solution for organization wide usage.

Private Organization. Bishkek, Kyrgyzstan. Dec 2018 – May 2019 | 6 months
Frontend Developer Intern
• Developing frontend web application using Vue.js framework from scratch.
• Working with REST API (consuming).
Undesired technology stack used in company:
PHP | Ruby | MySQL | various configuration management tools (like Ansible, Chef) | Apache web server

Preferred technology stack used in company:
Golang | Python | Kubernetes | Helm | Terraform | Argo CD"
devops,"Implemented Continuous Integration and Continuous Deployment (CI/CD) pipelines, resulting in reduced time-to-market for software releases by 50%.

Designed and automated infrastructure provisioning using tools like Ansible, Terraform, or Kubernetes, resulting in a 75% reduction in deployment time and improved resource utilization.

Led the migration of a monolithic application to a microservices architecture, resulting in improved scalability, fault tolerance, and faster feature development.

Implemented robust monitoring and alerting systems (e.g., Prometheus, Grafana) to proactively identify and resolve performance bottlenecks, reducing system downtime by 30%.

Spearheaded the adoption of containerization technologies (e.g., Docker) to improve application portability, resource efficiency, and development productivity.

Established and enforced security best practices throughout the software development lifecycle, resulting in zero security breaches or incidents in production.

Implemented infrastructure-as-code (IaC) practices, enabling version-controlled and automated infrastructure management, reducing configuration drift, and ensuring consistency.

Collaborated with development teams to optimize application performance and scalability by implementing caching strategies, database tuning, and load-balancing techniques.

Mentored and trained team members on DevOps principles, tools, and practices, resulting in improved collaboration, reduced time spent on manual tasks, and increased overall efficiency.
Experience
Unix-like OS: Debian, Redhat, Centos
Container-orchestration: Kubernetes, Nomad
Cloud: Gcloud, AWS, Azure 
Configuration Management System: Ansible, Terraform
CI/CD tools: Jenkins, GitLab, GitHub Action
Monitoring servers: Zabbix, Prometheus, Datadog, Grafana
Database Servers: Mysql, PostgreSQL, Redis
Virtualization: Vagrant, KVM, VirtualBox
OS-level virtualization: Docker
Control Systems: Git (Gitlab, bitbucket,GitHub)
Task trackers: Atlassian JIRA
Programming languages: Bash, Python, JS
"
devops,"Creation, improvement, and support of CI/CD processes
Infrastructure changes implementation from monolith to microservices
Reviewing and updating documentation
Monitoring and analysis tools such as ELK stack
Writing automation scripts in Bash, Python
Incidents monitoring and resolving
Experience using DevOps stack and tools, such as Ansible, Docker, Kubernetes, AWS, Terraform, Jenkins, and Helm
Experience deploying Docker containers, installing and managing Kubernetes 
Background with database replication, backups, and monitoring
Experience as a Linux administrator (Debian, ubuntu, fedora)
Administration of MySQL, PostgreSQL
Scripting languages: Bash, Python (basic knowledge)
Experience with CI/CD (Jenkins), pipelines, promote and build/deploy jobs
Long-term work on interesting project(s), which would allow applying and developing my skills as well as implementing new technologies."
devops,"
- Experience with Ansible
- Experience with Terraform
- Experience with Kubernetes
- Experience with RabbitMQ
- Experience with AWS (EC2, S3, VPC, RDS, IAM, CloudWatch), Azure, GCP
- Experience with web servers Apache, Nginx
- Experience with Docker
- Experience with CI/CD ( GitLab CI/CD, ArgoCD )
- Experience with virtualization systems (Vmware ESXI, Proxmox)
- Experience with LXC, KVM
- Experience with DNS services and providers
- Experience with CloudFlare
- Bash, Python scripting
- Communication with clients (HelpDesk).
- Installing and configuring network equipment 2nd, 3rd level.
- Integration of various services with LDAP
- Experience with Jira, Trello
- Securing company's and client's installations with firewalls (iptables, firewalld) and VPN tunnels
- Experience with Git
"
devops,"Certification: 
HashiCorp Certified: Terraform Associate (002); 
AWS Certified Cloud Practitioner;
Courses:
EPAM [OnlineUA] DevOps Summer Program 2020;
Udemy course ""AWS Certified Solutions Architect - Associate 2020"";
Udemy course ""Certified Kubernetes  Administrator (CKA) with Practice Tests"";
Udemy course ""Kubernetes Certified  Application Developer (CKAD) with Tests"";
Udemy course ""GCP Associate Cloud Engineer - Google Cloud Certification"";
Udemy course ""Ultimate AWS Certified Solutions Architect Associate 2022""
Experience with AWS - including EC2, S3, EKS, IAM, VPC, Route53, etc.;
Experience with GCP - including: GCE, GCS, AIM, VPC network, Subnets, etc.;
Good hands-on knowledge of Terraform;
Creating and deployment of Helm Charts for client applications; 
Creating and configuration of GitLab CI;
Support existing development infrastructure on AWS/GCP;
Building application containerization solutions;
Deploy, manage and maintain applications deployed to AWS and GCP;
Direct communication with clients;
Creation and running of Kubernetes manifests; 
Linux administration (Ubuntu);
Debugging, building, and compiling software for different platforms;
Troubleshooting of issues within the infrastructure;
Experienced and proactive DevOps Engineer with 2+ years of professional experience.
I'm interested in innovations and practicing continuous learning. 
Team player from nature. I want to work on exciting projects, where my technical and interpersonal skills can be utilized to benefit both me and Organization.
I am not considering offers with a time tracker :)"
devops,"LPIC-1:  Linux Professional Institute Certification
CCNP: Cisco Certified Network Professional
Migration from local Kubernetes system to Cloud(EKS) environments.
- Experience with Docker and Kubernetes.
- Implementing microservices with Helm Charts.
- CI/CD experience with Gitlab, Jenkins, and GitHub action.
- Cloud experience with AWS, GCP, and Azure.
- Knowledge of Terraform automation.
- Monitoring: Prometheus-Grafana, Elasticsearch.
- Experience with Linux/Windows systems and services (RedHat/CentOS/Ubuntu) Experience with Virtualization (vSphere) 
- Knowledge of the script language bash and python
- Configuring and managing infrastructure with Ansible.
I would like to work for a company that has a good reputation which I am proud of working. Employee recognition is important to me as well! It confirms my work is valued by others!
Having the opportunity to be promoted or given more responsibility in the current role. Never stop improving ourselves. Update yourself before the world outdated you."
devops,"Finished courses Cisco R&S.
Experience with docker, gitlab CI/CD, Postgresql/MySQL, Ansible, Nginx.
Worked with AWS core services (EC2, S3, IAM, Route53).
Can write some scripts with Python/Bash.
Worked with PHP, NodeJS applications.
Basic k8s knowledges.
Also have some knowledge about networks, cause got worked 2 years in ISP.(DNS, TCP/IP, routing, iptables, VLANS, etc.)
"
devops,"
Experience with Google Cloud Platform services.
Experience in building CI/CD pipelines, understanding SDLC.
Understanding of monitoring concepts, experience with Prometheus+Grafana.
Practical usage of Infrastructure-as-a-Code concepts. Experience with Terraform.
Good knowledge and hand-on experience with *nix operating systems (maintenance, troubleshooting).
English – Intermediate.
"
devops,"
Expertise with AWS 
Experience with containerized environments and microservices (K8S / Nomad)
Experience with logging and monitoring technologies and services 
Experience with IaC (Infrastructure as a Code) tools such as Terraform
Experience with  DB Mysql
Experience with NoSQL DBs (Redis / Elasticsearch)
Experience with CI/CD tools (Gitlab/ Jenkins)
Experience with gitops tools such as ArgoCD
"
devops,"
Expert knowledge of Shell and Python, intermediate knowledge of Ruby, Node.js, basic experience with GO
Expert knowledge of operation systems (Debian-like, RedHat-like), advanced knowledge of Windows
Advanced knowledge of AWS, intermediate of Azure. Basic knowledge of other cloud providers (like Google Cloud)
Advanced knowledge of Platform Agnostic Configuration and Infrastructure Control and Management
Expert knowledge of networking (routing, protocols, balancing, VPN, SSL/TLS)
Advanced knowledge of StatusCake, SumoLogic, Datadog, New Relic, Prometheus/Grafana. Intermediate knowledge of other monitoring and logs tools.
Expert knowledge of Bitbucket, GitHub, Jenkins, Azure DevOps, advanced knowledge of other build and deploy tools (Bamboo, GitLab);
Advanced knowledge of containers and orchestration (Docker, Kubernetes)
Expert knowledge of web servers (Apache, Nginx, Node.js)
Intermediate knowledge of Service Mech (Istio, Envoy, Consul).
"
devops,"Skilled in troubleshooting, including troubleshooting on production live environments
Extensive experience in the design and implementation of fully automated Continuous
Integration, Continuous Delivery, Continuous Deployment pipelines and DevOps
processes for Agile projects.
Hands on experience with container based deployments using Docker, Jenkins pipelines, Jenkins administration.
Team size doesn't matter for me, but I'm a team player and would like to have friendly and experienced people around."
devops,"
Extensively involved with using Terraform Enterprise Infrastructure as Code (IaC), execution plans.
Experience in Google Cloud Platform (GCP) platform and its features including VPC, Subnets, VMs and Google Kubernetes Engine(GKE) for creating clusters.
Configured, and managed public/private cloud infrastructures utilizing Google Cloud Services including Virtual Private Cloud (VPC), Public and Private Subnets, VPC firewall rules, Route Tables.
Created 15+ Terraform templates for provisioning virtual networks, subnetwork and CIDR blocks.
Create Cluster for deploying apps, collecting metrics via Prometheus and monitoring our cluster with Grafana.
Managed Kubernetes charts using Helm in 5+ projects. Created reproducible builds of Kubernetes applications, managed Kubernetes manifest files, also managed releases of Helm packages.
Prepare 10+ Jenkins pipeline for deployment applications.
Wrote Terraform Reusable module for Infrastructure provisioning of various resources.
Extensive experience in designing and implementation of Continuous Integration, Continuous Delivery, Continuous Deployment through Jenkins and Spinnaker.
Use GitHub as code repository and source code control.
Extensive experience in designing and implementation of Continuous Integration, Continuous Delivery, Continuous Deployment through AWS and Jenkins.
Experience in Amazon Web Services (AWS) platform and its features including IAM, EC2, EBS, RDS, Cloud Watch, Cloud Formation, Autoscaling, Cloud Front, S3, SQS, SNS, and Route53.
Designed, configured, and managed public/private cloud infrastructures utilizing Amazon Web Services (AWS) including Virtual Private Cloud (VPC), Public and Private Subnets, Security Groups (SG), Route Tables, Elastic Load Balancer (ELB), Network ACL's and NAT Gateways in 30+ projects.
Created Terraform templates for provisioning virtual networks, EC2 Scale sets, Load balancers, and NAT rules and used terraform graph to visualize execution plan using graph command.
Created custom golden image using hashi corp packer based on base image for installing required software for teams and deployed EC2s using terraform modules.
Extensively involved with Infrastructure as Code (IaC), execution plans, resource graphs and change automations using Terraform.
Wrote Terraform Reusable module for Infrastructure provisioning of various resources.
Created 25+ CI/CD Pipelines in AWS DevOps environments by providing their dependencies and tasks.
"
devops,"
Extremely knowledgeable about OS Debian, Ubuntu, Centos
Strong use of Shell/Python scripting languages
Configuration and orchestration management using Chef and Ansible
Experienced with virtualization(xen and kvm)
Cloud Engineering with Oracle Cloud, OnApp, AWS(E2, S3, RDS, ElastiCache, S3Cmd, AWSCli)
Knowledge of Containerization with Docker
"
devops,"
Fixed AddressSanitizer and Gradle builds for Armenian site during the first month. Both issues were critical, and were open for 6+ months.
Designed, developed, and deployed custom data flow for loading package test results in
XML format to Oracle DB. Along with a set of custom applications that allow to easily link test
results to physical design data.
Co-written a server side automation framework that was able to handle parallel job
execution. Reducing the overall turnaround time of test case runs from 2 days to 3 hours.

My current title is a Senior Software Engineer, but my actual role is a mix of SRE and Project management. I collaborate with IT and overseas DevOps on various projects. Armenia is a subject to export regulation laws, so communication is key here.

I'm passionate about Linux, Hardware and Chip manufacturing. Quick learner, team player. Easy to work with. 
I'm looking for a challenging job that would leverage my skills.
"
devops,"
• Follower of Infrastructure-as-Code paradigm and DevOps methodology
• DevOps practices: Containers ecosystem, CI/CD, Infrastructure as a Code, Configuration as a Code, Monitoring and Alerting
• Deployment/configuration/maintaining AWS services, Gitlab, CircleCI, Terraform, k8s, helm
• Scripting (Bash/Python)
• Strong analytical, problem-solving skills, very attentive to details
• Learning new technologies and sharpening skills all the time

• Client projects include: Siemplify LLC (Google), Kalgera ( Financial abuse detection AI based system ), Pushmetrics ( Analytics, reporting and alerting company ), Learnship LLC
"
devops,"I have 2 years experiencee in DevOps and also 3 certifications: AWS practitioner, Terraform associate and PCEP. However, now I am preparing for SysOps certificate.
For more than 1.5 years I have been working at SoftServe as a DevOps Engineer. At the very beginning, I worked on a project where I developed the infrastructure in AWS for a web application. I also set up metrics for this application using DataDog and later used Grafana and Prometheus. For the last two months, I had been working on a Cisco project where I was working with a lot of Amazon Web Services. Currently, I am working on Managed Support Services and improving my AWS and Python programming skills.
I want to work in a large team using new and popular technologies that include: AWS, Terraform, Python, Kubernetes. Also, I want to have possibilities to improve my English and tech skills."
devops,"I've successfully passed AWS SysOps Administrator: Associate and HashiCorp Terraform: Associate certifications.
For the past year, I've been working in SoftServe where I've deployed a production environment using Terraform, created Terraform module for automatic backup and restore process on AWS cloud. Also, I was engaged in on-call activities and troubleshooting.
Now I'm working for Change Healthcare, where I'm responsible for improving CI\CD pipelines, for example adding Black Duck scans to improve code quality.
Relocation to Poland only!"
devops,"
Friendly DevOps engineer with 4 years of experience with overall 10 years in IT. Currently in a DevOps engineer role providing maintenance  CI/CD, IAC, Container Orchestration, Service Monitoring and developing scripts and applications. Keen to develop my skills in Cloud Design and Architecture.
"
devops,"Tech Skills
 Git
 SSH
 Unix system
 Bash
 Web Application Architecture
 Protocols
 Docker
 Git workflow
 Overview Back-end Applications Management
 Overview Front-end Applications Management
 Databases
  
  CI/CD
 Domains & SSL
 Protocols
 API
 Servers
From 2003 to the present day I have gained skills working in a team, communicating with clients and managers. In 2022 started with Devops career. I am a quick learner, very motivated, patient, persistent, proactive, and polite. Also, I am stress-resistant and ready for any difficult situation.
"
devops,"
From 2010 to 2014 he worked as a computer and network engineer. Engaged in assembling, configuring, servicing computer equipment. Implementation of local and wireless networks. In 2014 I founded my own company and continue to work with computers and networking. In 2022 i decide to go to IT. I am enrolling in HILLEL school, finishing the DevOps course. Now I work in an IT company as a System Administrator and looking for a DevOps position.
"
devops,"Touched all kinds of projects with tons of technologies — from simple markets to huge services with hundreds of Kubernetes nodes or own products with custom DSLs as a front/back/mobile/test/infrastructure engineer, product owner, teamlead.

Comprehensively developed specialist capable of mastering any necessary technologies
From 2011:
PHP/MySQL/HTML/CSS/JS
Java/AndroidSDK/Kotlin
VueJS/Bootstrap,  Bash, Golang, Python
and a lot more

From 2020:
Kubernetes, Terraform with custom providers, Azure,
ELK, Prometheus/Grafana, NewRelic
Bash, Python, Golang, Gitlab, Docker, Git
Full support of infrastructure and release process from dev to prod.
IaC, CI/CD, monitoring, architecture, automation, training and a lot more
DevOps engineer as major
I can share with coding/leading/architecting/researching/training activities"
devops,"
From 2020 to March 2023
DevOps
Quantox Kyiv, Ukraine
High load projects all over the world as Devops and\or emergency backend php dev. 
Setting up new pipelines, settings, configurations, app\software global versions
updates, refactoring, load testing, bottle necks, sql optimizations, releases maker, etc.

Some projects from scratch to production.
AWS (EC2, S3, RDS, CodeDeploy, CodePipeline, CloudFront, CloudWatch, VPC etc.), GCP, DO, 
Linux, Git/GitLab/GitHub, docker/docker-compose, Grafana, ELK, Atlassian software, 
SQL (Mysql, MSSQL, Postgresql, Oracle etc.), 
Web servers, DBs and full infrastructure configuration, PHP
Terraform, Ansible, TeamCity, SaltStack - slightly

From 2018 to 2020
System administrator/DevOps/PHP dev
Megabank (Megasoft) Kyiv, Ukraine
Servers support, Web sites and corp. web portal, report system development and support, monitoring, 
working with APIs, DBs, PHP
IBM (IB, BPM), Oracle BI Publisher, ODI, ELK,
Ubuntu/RHEL/Centos, Apache,Nginx, php, Mysql, Jira, Confluence, Gitlab

From 2016 to 2018
Software engineer/DevOps/PHP dev
TYME Kyiv, Ukrane
Servers support, Web sites and corp. web portal, report system development and support, monitoring, 
working with APIs, DBs, PHP
(Linux, SQL, Gitlab, ELK, Zabbix, Webservers, Networking)

From 2005 to 2016
Engineer, System Administrator
Ukrainian Banks Kyiv, Ukraine
Working with banks software, APIs and DBs, IT Helpdesk, 
installing and supporting various servers on windows\linux, 
working with international\national payments systems, creating and supporting corporate
web sites, portals, report systems, monitoring network and servers
(Windows\Linux, AD, Zabbix, Networking, DNS,
TCP/IP, API, SQL, Webservers, PHP, Jira, Git, ELK etc. )
"
devops,"Soon I learned about DevOps(Docker, Kubernetes, Ansible, openshift and etc) and am working on it.
From the scratch I have configured Openshift Container Platform with three Master node(Control plane) , Three Worker node(Compute plane) , Bootstrap node , LoadBalancer node(HAProxy ) and Installation node.
I have deployed php code with mysql on  openshift container platform. My role in my team now is as a DevOps engineer and what I want to improve is to automate the systems.
What I don't want to do is  not finishing my assignment on time."
devops,"Full projects cycle on my own
Full support of infrastructure projects
CI/CD buildout
AWS infrastructure buildout
Customers interaction

Full OPS support for some big projects from dev to prod, including CI and IaC
Full OPS support for project creation from scratch to production
Development of internal scripts for CI, data migration, etc
Team mentoring
Team hiring

Currently work as SRE on production
Remote work on a contract
AWS as a cloud
Terraform as IaC
More infrastructure tasks
Nice team"
devops,"
Gamedev - 7y;
Blockchain/Crypto - 2y;
Software development - 3y;

- Lead the team;
- Training technical personnel;
- Maintaining server infrastructure;
- User request and incident management;
- Support security, development, and analytics departments;
- Managing services backups;
- Writing/supporting CI/CD process;
- Development and application of security and backup policies;
- Development and application of infrastructure and product monitoring;
- Writing documentation and policies;
- Cost optimization;
- Preparing for PCI DSS;
- Making high-load tests;
- Writing documentation and policies;
- Communicate with clients and resellers;
- Integrating DevOps in company processes;
- Guiding their team through technical issues and challenges;
- Conducting security audits to identify areas of improvement;
- Collaborating with their team to identify and fix technical problems.
"
devops,"Main achievements:
- Reducing the regression time by 40%
- Automation of regression scope selection
- Development of solutions for automation infrastructure
General experience is 8 years.

Working as a DevOps engineer from January 2023. 
Main responsibilities are:
- application dockerization
- set up CI (GitHub, GitLab)
- application migration to Kubernetes in declarative way.
- GitOps with Flux

I  also worked with CI part, docker and Ansible as Software Developer in Test from 2018 to 2022 in terms of automation infrastructure development. Worked as well with UI and API automation, built automation framework from scratch, set up quality gates for releases and improved automation processes. 
Managed a team of 3 Automation Engineers as Team Lead.

 I worked as Java Developer in Quality Assurance Unit (during 2022) and implemented a few services which helped to automate some processes to speed up and optimize automation for the company.

Had business trips to USA, UK and Canada as well.
My goal is to work as a DevOps engineer to speed up product releases, provide infrastructure stability, availability and metrics."
devops,"
Gigabit Online
Position: System Administrator	 				05.2018 – current time

Responsibilities included:
Acting technical director. Setting up, maintaining and analyzing the operation of monitoring systems. Configuring and commissioning network equipment of the kernel and aggregation level. Participation in the planning of complex network topologies. Solving complex non-trivial issues of network administration and network services. Setting up, testing and implementing complex topologies of the aggregation level and backbone communication channels.
"
